nome_inct,tipo_producao,periodo,n_tipos_producao
INCT Estações Sustentáveis de Tratamento de Esgoto  (INCT-ETEs sustentáveis),Texto Em Jornal Ou Revista,2015-2020,35
INCT Estações Sustentáveis de Tratamento de Esgoto  (INCT-ETEs sustentáveis),Texto Em Jornal Ou Revista,2020-2025,5
INCT Estações Sustentáveis de Tratamento de Esgoto  (INCT-ETEs sustentáveis),Trabalho Em Eventos,2010-2015,1455
INCT Estações Sustentáveis de Tratamento de Esgoto  (INCT-ETEs sustentáveis),Trabalho Em Eventos,2015-2020,1256
INCT Estações Sustentáveis de Tratamento de Esgoto  (INCT-ETEs sustentáveis),Trabalho Em Eventos,2020-2025,457
INCT Estações Sustentáveis de Tratamento de Esgoto  (INCT-ETEs sustentáveis),Traducao,2010-2015,1
INCT Estações Sustentáveis de Tratamento de Esgoto  (INCT-ETEs sustentáveis),Traducao,2020-2025,1
INCT Física Nuclear e Aplicações,Artigo Aceito Para Publicacao,2010-2015,8
INCT Física Nuclear e Aplicações,Artigo Aceito Para Publicacao,2015-2020,21
INCT Física Nuclear e Aplicações,Artigo Aceito Para Publicacao,2020-2025,25
INCT Física Nuclear e Aplicações,Artigo Publicado,2010-2015,3063
INCT Física Nuclear e Aplicações,Artigo Publicado,2015-2020,3214
INCT Física Nuclear e Aplicações,Artigo Publicado,2020-2025,2608
INCT Física Nuclear e Aplicações,Capitulo De Livro Publicado,2010-2015,49
INCT Física Nuclear e Aplicações,Capitulo De Livro Publicado,2015-2020,96
INCT Física Nuclear e Aplicações,Capitulo De Livro Publicado,2020-2025,69
INCT Física Nuclear e Aplicações,Livro Publicado Ou Organizado,2010-2015,26
INCT Física Nuclear e Aplicações,Livro Publicado Ou Organizado,2015-2020,33
INCT Física Nuclear e Aplicações,Livro Publicado Ou Organizado,2020-2025,21
INCT Física Nuclear e Aplicações,Outra Producao Bibliografica,2010-2015,59
INCT Física Nuclear e Aplicações,Outra Producao Bibliografica,2015-2020,49
INCT Física Nuclear e Aplicações,Outra Producao Bibliografica,2020-2025,25
INCT Física Nuclear e Aplicações,Prefacio Posfacio,2010-2015,1
INCT Física Nuclear e Aplicações,Prefacio Posfacio,2015-2020,3
INCT Física Nuclear e Aplicações,Prefacio Posfacio,2020-2025,2
INCT Física Nuclear e Aplicações,Texto Em Jornal Ou Revista,2010-2015,40
INCT Física Nuclear e Aplicações,Texto Em Jornal Ou Revista,2015-2020,52
INCT Física Nuclear e Aplicações,Texto Em Jornal Ou Revista,2020-2025,78
INCT Física Nuclear e Aplicações,Trabalho Em Eventos,2010-2015,2615
INCT Física Nuclear e Aplicações,Trabalho Em Eventos,2015-2020,1165
INCT Física Nuclear e Aplicações,Trabalho Em Eventos,2020-2025,596
INCT Física Nuclear e Aplicações,Traducao,2015-2020,2
INCT Física Nuclear e Aplicações,Traducao,2020-2025,1
INCT História Social das Propriedades e direito de acesso,Artigo Aceito Para Publicacao,2010-2015,9
INCT História Social das Propriedades e direito de acesso,Artigo Aceito Para Publicacao,2015-2020,4
INCT História Social das Propriedades e direito de acesso,Artigo Aceito Para Publicacao,2020-2025,11
INCT História Social das Propriedades e direito de acesso,Artigo Publicado,2010-2015,405
INCT História Social das Propriedades e direito de acesso,Artigo Publicado,2015-2020,393
INCT História Social das Propriedades e direito de acesso,Artigo Publicado,2020-2025,265
INCT História Social das Propriedades e direito de acesso,Capitulo De Livro Publicado,2010-2015,434
INCT História Social das Propriedades e direito de acesso,Capitulo De Livro Publicado,2015-2020,548
INCT História Social das Propriedades e direito de acesso,Capitulo De Livro Publicado,2020-2025,491
INCT História Social das Propriedades e direito de acesso,Livro Publicado Ou Organizado,2010-2015,226
INCT História Social das Propriedades e direito de acesso,Livro Publicado Ou Organizado,2015-2020,157
INCT História Social das Propriedades e direito de acesso,Livro Publicado Ou Organizado,2020-2025,181
INCT História Social das Propriedades e direito de acesso,Outra Producao Bibliografica,2010-2015,116
INCT História Social das Propriedades e direito de acesso,Outra Producao Bibliografica,2015-2020,100
INCT História Social das Propriedades e direito de acesso,Outra Producao Bibliografica,2020-2025,155
INCT História Social das Propriedades e direito de acesso,Prefacio Posfacio,2010-2015,78
INCT História Social das Propriedades e direito de acesso,Prefacio Posfacio,2015-2020,87
INCT História Social das Propriedades e direito de acesso,Prefacio Posfacio,2020-2025,93
INCT História Social das Propriedades e direito de acesso,Texto Em Jornal Ou Revista,2010-2015,101
INCT História Social das Propriedades e direito de acesso,Texto Em Jornal Ou Revista,2015-2020,72
INCT História Social das Propriedades e direito de acesso,Texto Em Jornal Ou Revista,2020-2025,73
INCT História Social das Propriedades e direito de acesso,Trabalho Em Eventos,2010-2015,647
INCT História Social das Propriedades e direito de acesso,Trabalho Em Eventos,2015-2020,420
INCT História Social das Propriedades e direito de acesso,Trabalho Em Eventos,2020-2025,175
INCT História Social das Propriedades e direito de acesso,Traducao,2010-2015,6
INCT História Social das Propriedades e direito de acesso,Traducao,2015-2020,5
INCT História Social das Propriedades e direito de acesso,Traducao,2020-2025,1
INCT Inclusão no Ensino Superior e na Pesquisa,Artigo Aceito Para Publicacao,2010-2015,2
INCT Inclusão no Ensino Superior e na Pesquisa,Artigo Aceito Para Publicacao,2015-2020,5
INCT Inclusão no Ensino Superior e na Pesquisa,Artigo Aceito Para Publicacao,2020-2025,6
INCT Inclusão no Ensino Superior e na Pesquisa,Artigo Publicado,2010-2015,215
INCT Inclusão no Ensino Superior e na Pesquisa,Artigo Publicado,2015-2020,170
INCT Inclusão no Ensino Superior e na Pesquisa,Artigo Publicado,2020-2025,118
INCT Inclusão no Ensino Superior e na Pesquisa,Capitulo De Livro Publicado,2010-2015,197
INCT Inclusão no Ensino Superior e na Pesquisa,Capitulo De Livro Publicado,2015-2020,142
INCT Inclusão no Ensino Superior e na Pesquisa,Capitulo De Livro Publicado,2020-2025,92
INCT Inclusão no Ensino Superior e na Pesquisa,Livro Publicado Ou Organizado,2010-2015,90
INCT Inclusão no Ensino Superior e na Pesquisa,Livro Publicado Ou Organizado,2015-2020,45
INCT Inclusão no Ensino Superior e na Pesquisa,Livro Publicado Ou Organizado,2020-2025,29
INCT Inclusão no Ensino Superior e na Pesquisa,Outra Producao Bibliografica,2010-2015,27
INCT Inclusão no Ensino Superior e na Pesquisa,Outra Producao Bibliografica,2015-2020,23
INCT Inclusão no Ensino Superior e na Pesquisa,Outra Producao Bibliografica,2020-2025,17
INCT Inclusão no Ensino Superior e na Pesquisa,Prefacio Posfacio,2010-2015,40
INCT Inclusão no Ensino Superior e na Pesquisa,Prefacio Posfacio,2015-2020,50
INCT Inclusão no Ensino Superior e na Pesquisa,Prefacio Posfacio,2020-2025,18
INCT Inclusão no Ensino Superior e na Pesquisa,Texto Em Jornal Ou Revista,2010-2015,48
INCT Inclusão no Ensino Superior e na Pesquisa,Texto Em Jornal Ou Revista,2015-2020,14
INCT Inclusão no Ensino Superior e na Pesquisa,Texto Em Jornal Ou Revista,2020-2025,20
INCT Inclusão no Ensino Superior e na Pesquisa,Trabalho Em Eventos,2010-2015,131
INCT Inclusão no Ensino Superior e na Pesquisa,Trabalho Em Eventos,2015-2020,65
INCT Inclusão no Ensino Superior e na Pesquisa,Trabalho Em Eventos,2020-2025,24
INCT Inclusão no Ensino Superior e na Pesquisa,Traducao,2015-2020,1
INCT Inclusão no Ensino Superior e na Pesquisa,Traducao,2020-2025,4
INCT Informação Quântica,Artigo Aceito Para Publicacao,2010-2015,5
INCT Informação Quântica,Artigo Aceito Para Publicacao,2015-2020,3
INCT Informação Quântica,Artigo Aceito Para Publicacao,2020-2025,13
INCT Informação Quântica,Artigo Publicado,2010-2015,1890
INCT Informação Quântica,Artigo Publicado,2015-2020,1779
INCT Informação Quântica,Artigo Publicado,2020-2025,1266
INCT Informação Quântica,Capitulo De Livro Publicado,2010-2015,32
INCT Informação Quântica,Capitulo De Livro Publicado,2015-2020,38
INCT Informação Quântica,Capitulo De Livro Publicado,2020-2025,19
INCT Informação Quântica,Livro Publicado Ou Organizado,2010-2015,19
INCT Informação Quântica,Livro Publicado Ou Organizado,2015-2020,24
INCT Informação Quântica,Livro Publicado Ou Organizado,2020-2025,9
INCT Informação Quântica,Outra Producao Bibliografica,2010-2015,32
INCT Informação Quântica,Outra Producao Bibliografica,2015-2020,33
INCT Informação Quântica,Outra Producao Bibliografica,2020-2025,56
INCT Informação Quântica,Prefacio Posfacio,2010-2015,1
INCT Informação Quântica,Prefacio Posfacio,2015-2020,3
INCT Informação Quântica,Texto Em Jornal Ou Revista,2010-2015,13
INCT Informação Quântica,Texto Em Jornal Ou Revista,2015-2020,23
INCT Informação Quântica,Texto Em Jornal Ou Revista,2020-2025,14
INCT Informação Quântica,Trabalho Em Eventos,2010-2015,568
INCT Informação Quântica,Trabalho Em Eventos,2015-2020,308
INCT Informação Quântica,Trabalho Em Eventos,2020-2025,187
INCT Informação Quântica,Traducao,2010-2015,1
INCT Informação Quântica,Traducao,2015-2020,2
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Artigo Aceito Para Publicacao,2010-2015,3
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Artigo Aceito Para Publicacao,2015-2020,5
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Artigo Aceito Para Publicacao,2020-2025,11
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Artigo Publicado,2010-2015,989
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Artigo Publicado,2015-2020,723
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Artigo Publicado,2020-2025,539
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Capitulo De Livro Publicado,2010-2015,50
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Capitulo De Livro Publicado,2015-2020,28
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Capitulo De Livro Publicado,2020-2025,32
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Livro Publicado Ou Organizado,2010-2015,3
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Livro Publicado Ou Organizado,2015-2020,5
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Livro Publicado Ou Organizado,2020-2025,4
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Outra Producao Bibliografica,2010-2015,1
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Outra Producao Bibliografica,2015-2020,5
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Outra Producao Bibliografica,2020-2025,10
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Prefacio Posfacio,2020-2025,1
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Texto Em Jornal Ou Revista,2010-2015,14
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Texto Em Jornal Ou Revista,2015-2020,5
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Texto Em Jornal Ou Revista,2020-2025,5
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Trabalho Em Eventos,2010-2015,821
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Trabalho Em Eventos,2015-2020,332
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Trabalho Em Eventos,2020-2025,178
INCT Inovação em Medicamentos e Identificação de Novos Alvos Terapêuticos (INCT-INOVAMED),Traducao,2010-2015,1
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Artigo Aceito Para Publicacao,2010-2015,6
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Artigo Aceito Para Publicacao,2015-2020,8
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Artigo Aceito Para Publicacao,2020-2025,22
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Artigo Publicado,2010-2015,540
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Artigo Publicado,2015-2020,589
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Artigo Publicado,2020-2025,639
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Capitulo De Livro Publicado,2010-2015,160
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Capitulo De Livro Publicado,2015-2020,159
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Capitulo De Livro Publicado,2020-2025,156
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Livro Publicado Ou Organizado,2010-2015,46
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Livro Publicado Ou Organizado,2015-2020,25
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Livro Publicado Ou Organizado,2020-2025,30
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Outra Producao Bibliografica,2010-2015,35
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Outra Producao Bibliografica,2015-2020,19
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Outra Producao Bibliografica,2020-2025,89
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Prefacio Posfacio,2010-2015,5
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Prefacio Posfacio,2015-2020,3
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Prefacio Posfacio,2020-2025,2
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Texto Em Jornal Ou Revista,2010-2015,44
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Texto Em Jornal Ou Revista,2015-2020,12
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Texto Em Jornal Ou Revista,2020-2025,12
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Trabalho Em Eventos,2010-2015,1179
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Trabalho Em Eventos,2015-2020,770
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Trabalho Em Eventos,2020-2025,431
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Traducao,2010-2015,5
INCT Instituto Geotécnico de Reabilitação do Sistema Encosta-Planície e Desastres Naturais,Traducao,2015-2020,3
INCT Instituto da Democracia e da Democratização da Comunicação,Artigo Aceito Para Publicacao,2010-2015,2
INCT Instituto da Democracia e da Democratização da Comunicação,Artigo Aceito Para Publicacao,2015-2020,2
INCT Instituto da Democracia e da Democratização da Comunicação,Artigo Aceito Para Publicacao,2020-2025,7
INCT Instituto da Democracia e da Democratização da Comunicação,Artigo Publicado,2010-2015,377
INCT Instituto da Democracia e da Democratização da Comunicação,Artigo Publicado,2015-2020,351
INCT Instituto da Democracia e da Democratização da Comunicação,Artigo Publicado,2020-2025,281
INCT Instituto da Democracia e da Democratização da Comunicação,Capitulo De Livro Publicado,2010-2015,359
INCT Instituto da Democracia e da Democratização da Comunicação,Capitulo De Livro Publicado,2015-2020,292
INCT Instituto da Democracia e da Democratização da Comunicação,Capitulo De Livro Publicado,2020-2025,271
INCT Instituto da Democracia e da Democratização da Comunicação,Livro Publicado Ou Organizado,2010-2015,106
INCT Instituto da Democracia e da Democratização da Comunicação,Livro Publicado Ou Organizado,2015-2020,135
INCT Instituto da Democracia e da Democratização da Comunicação,Livro Publicado Ou Organizado,2020-2025,66
INCT Instituto da Democracia e da Democratização da Comunicação,Outra Producao Bibliografica,2010-2015,149
INCT Instituto da Democracia e da Democratização da Comunicação,Outra Producao Bibliografica,2015-2020,162
INCT Instituto da Democracia e da Democratização da Comunicação,Outra Producao Bibliografica,2020-2025,56
INCT Instituto da Democracia e da Democratização da Comunicação,Prefacio Posfacio,2010-2015,37
INCT Instituto da Democracia e da Democratização da Comunicação,Prefacio Posfacio,2015-2020,26
INCT Instituto da Democracia e da Democratização da Comunicação,Prefacio Posfacio,2020-2025,23
INCT Instituto da Democracia e da Democratização da Comunicação,Texto Em Jornal Ou Revista,2010-2015,243
INCT Instituto da Democracia e da Democratização da Comunicação,Texto Em Jornal Ou Revista,2015-2020,475
INCT Instituto da Democracia e da Democratização da Comunicação,Texto Em Jornal Ou Revista,2020-2025,218
